lat_index,lon_index,latitude,longitude,missing_count,valid_count,missing_fraction,longest_consecutive_missing,number_of_missing_runs,first_missing_date,last_missing_date
48,193,17.0,93.25,308,1111,0.21705426356589147,156,5,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
58,185,19.5,91.25,308,1111,0.21705426356589147,156,4,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
29,211,12.25,97.75,300,1119,0.21141649048625794,152,3,2024-01-01T00:00:00.000000000,2024-11-19T00:00:00.000000000
30,211,12.5,97.75,300,1119,0.21141649048625794,152,3,2024-01-01T00:00:00.000000000,2024-11-19T00:00:00.000000000
37,209,14.25,97.25,300,1119,0.21141649048625794,132,4,2023-12-24T00:00:00.000000000,2024-11-19T00:00:00.000000000
38,209,14.5,97.25,300,1119,0.21141649048625794,132,4,2023-12-24T00:00:00.000000000,2024-11-19T00:00:00.000000000
43,196,15.75,94.0,300,1119,0.21141649048625794,108,6,2023-12-04T00:00:00.000000000,2024-11-19T00:00:00.000000000
38,208,14.5,97.0,296,1123,0.20859760394644117,132,5,2023-12-24T00:00:00.000000000,2024-11-19T00:00:00.000000000
44,194,16.0,93.5,296,1123,0.20859760394644117,132,6,2023-12-12T00:00:00.000000000,2024-11-19T00:00:00.000000000
45,194,16.25,93.5,296,1123,0.20859760394644117,132,6,2023-12-12T00:00:00.000000000,2024-11-19T00:00:00.000000000
